Review,positive=1/negative=0
It's my favorite Indian restaurant. Our usual go to is chicken tikka masala and palak paneer..so good..I really miss their buffet though. I called to ask about it and they said it was not coming back I am hoping that they will change their mind ,1
"Amazing food, and really nice outdoor seating area. The first time we went, my husband and I got the chana masala, lamb biryani, garlic naan and samosas for an appetizer. It was all so amazing! We went back the following week and got the same exact order because we were just so impressed with it. We'll need to go back again and try other items on the menu eventually.",1
"Not as good as I expected it to be. Bad service, and we saw a fly in one our main course, however, the waitess didn't replace our food.",0
"Love, love, love! Hands down the best Indian food I've ever had. Great people and good portions . Nothing heats or keeps as well as Indian leftovers. They got us through the pandemic and many a smoky (no cooking) day. Can't sing their praises enough.",1
"Ordered dal makhni and bread. Not even close to my expectations. Not properly cooked and bland. I'm disappointed, Will not recommend this place and especially dal makhni.",0
"It's never fun to write a negative review of a place, but I just wasn't impressed. I understand perhaps toning the capsaicin down a bit so you don't burn people's mouths, but toning down on all of the other spices and flavors I don't really get. If I went back, I'd probably try their namesake chicken tikka masala, but I probably won't bother.",0
"Clean, quiet and efficient, not a bad place to grab a quick lunch or dinner if you are in the area!",1
"Didn't have high expectations as I would normally eat at an actual Indian restaurant. We got the Lamb Goan Vindaloo and Butter Chicken Masala and they were both very good and flavorful. Much more than I was expecting! That's about where it ends. The rice was bland and not even lukewarm and the garlic naan had almost no flavor. I feel like I would get more garlic flavor from someone's breath because it was basically just a piece of bread we had to pay $1.50 for. Unfortunately, I feel like everything costs too much for what you get

That being said, the staff were also nice and cordial. All in all, we certainly didn't hate anything and we wouldn't hesitate going back again",1
I got samosas and the murg murch masala. Everything was great and the man was very nice. He is the only one running the place so it took some time but it was well worth the wait! The samosas were some of the best I've had and I will definitely be back!,1
"Dosa was soggy and Biriyani stale and Sambhar sour. Not sure what other reviewers saw. The place was also dirty. The staff were nice , but that is the only good point",0
"They took too long to get my food out. The place smells bad. The menu did not have many options. The food tastes bad, or maybe what I ordered was just not good. I had 3 bites and i knew my ass was going straight to McDonald’s after. Sorry this place was not my cup of tea. Thank god for their club soda, I was able to wash down the nasty aftertaste.",0
"I have had best indian cuisine. They are just so bad, most of their dishes are tasteless especially if you go for buffet. Poor service.",0
"The Best Indian food available here.Buffet is economical everyone can enjoy many varieties like Tandoori Chicken, Chicken 65, Butter Chicken, Chana masala and veg salads, deserts are also available in reasonable prices.",1
"Love the food here, ordered the paneer wrap and it was lightly flavored , my son also enjoyed it. I could have used a little more heat but flavors were perfect",1
Disgusting food! Waste of money and time. I would have made better food at home,0
"This is my favorite place to eat authentic and delicious Indian cuisine, the food and staff both get 5 stars...the owner is a great guy and very polite.... I traveled from Los Angeles all the way to Alameda and my first stop was here. Can't wait to come back.",1
I regret eating here. One of the worst restaurants in California. Please don't eat here by wasting your money.,0
"Delicious food!! New to the area, and tried this place out and I think I’ve found my favorite place to eat in Stockton now!. Will definitely be back for the food and garlic naan! Shout out to the polite waiter for the amazing service as well.",1
NEVER EVER EAT HERE! Ordered a garlic naan and it felt like I was eating plastic. I would have given negative stars if such an option was there. It's a MUST AVOID restaurant in the bay area.,0
"Very decent place.. foods were delicious and the service was great..we ordered momos  ,chicken tikka masala and garlic butter naan..must say the portions were generous and price is also very reasonable. Will be there again",1
"The food had so much oil, and the taste is awful.",0
"Yum! India Palace is great for takeout! I recommend the Chana Masala, Chicken Tikka Masala, and Garlic Nan. The butter chicken and dal Makhani are truly buttery...super rich, creamy and delicious but a little soupier than I would have expected. Still great!

",1
"The restaurant was not neat, and the staff behaved rudely with me when I asked how long it would take to make the food. I would never recommend such restaurants where the staff doesn't respect customers.",0
"Great place for a quick bite of Indian! People who work here are super nice and helpful explaining some of the items, and the food is amazing and creative too.On a side note, they also use the Pour beer tap system, which is very cool.",1
"I ordered chicken tikka masala, the worst chicken tikka masala I have ever had. Butter naan was so buttery that, at one moment, I felt as if I was eating only butter. I don't recommend this restaurant if you are looking for Indian cuisine.",0
"We had a great time. Nice interior and conveniently located. We ordered assorted breads (garlic, onion and butter naan), daal chicken and vegetable biryani. All of the food was good and was served extremely quickly (we were one of only two people in the restaurant around 5:00. Nice place!",1
It was a complete waste of time and money. The interiors looked old and the location is not easy to access. We ordered some Indian Breads and some briyani.Food was not cooked properly and they took a long time to serve even though there were only a few people in the restaurant.,0
"I love this restaurant. The atmosphere is relaxed and the tables are welcoming. The food is always good, the spices delicately balanced. Had the tikki masala and veggie kulchas with basmati rice and garlic naan this time. Delicious.",1
The ambience of this place is bad and not at all welcoming. The food was spicy and did not taste good. I wouldnt recommend going there again,0
"We eat here frequently and normally enjoy it. Samosas were good as always, however my chicken tikka masala was so spicy (way spicier than normal) I couldn’t eat it, which was disappointing. The garlic naan bread was good too at least.",0
"I love this place! We ordered samosas, chicken tikka masala and garlic naan and all of them were very good. I would visit again!",1
"VERY DISAPPOINTING!!!  I have been to this restaurant in the past, and it has gone downhill.  I ordered the Tikki Wrap, which is vegetarian.  THEY PUT CHICKEN IN IT BUT IT WAS VEGETARIAN!!!  And it wasn't even good. The kid who waited on me kept playing with his hair and acting very disinterested.  The whole staff spent more time and interest in socializing than in waiting on customers.  They need to retrain all of their staff and tell them not to play with their hair around food, to pay attention to the orders rather than socializing with each other.",0
"It really doesn't look like much from outside, but we ordered to take out and were blown away. Everything was delicious, really generous portions, I am really picky about my dishes and they did an amazing job. the owners are very friendly. I did pick up my order, I know they have a delivery service as well. I have used many Indian places over the years expensive and well know and this one is now my favorite.",1
"The location may be off-putting, but the food is delicious. This is still our favorite place for Indian food. Vegan and vegetarian options are available, the curries range from mild (which is plenty spicy for me ) to hot, and the naan options are delightful! My husband loves lamb and is pleased with the variety of different dishes, while I lean towards the seafood and veggies. The ambiance isn't much but we have always had good service. We haven't tried take out yet, but they advise ordering an hour and a half ahead, at least.",1
"Came by for a quick lunch. Got their tikka masala and was very delighted. Great flavors, and the sauce had to be the best part!",1
"Everything feel like cooked and prepared properly. The mango lassi was bitter and the chicken was undercooked, I could still see some pink. To make mater worse, I ended up feeling sick later that day.",0
"Service was awful. Waited 45 mins for a table of 4. Just wanted to bring my family out for dinner, but why did it take so long? It’s a Tuesday night for crying out loud!",0
I ordered from this place and the food was horrible. Probably the worst Indian food I've had. The paneer seemed watered down and the naan was undercooked. I had to stop eating in the middle to write this review it was that bad. The reviews were good so I decided to order but never ordering again. Honestly even the Amy's frozen Indian food (which is a really low bar) is even better than this. Really disappointed,0
"Excellent lunch buffet; the chicken curry is one of the greatest I've ever eaten in this area. The greatest buffet lunch is on weekdays. You can also order from menu. Great selection of vegetarian food too. On the side table, there was also salad. ",1
"I'm so satisfied. I ordered delivery and was pleasantly surprised. The flavors were spot on. I asked for x-hot. It didnt make me cry but was delicious. The rice was great. I ordered the malai kafta. I'm not a vegetarian, but it is one of my favorite dishes anywhere. Looking forward to my next order.",1
"The space is too small, and the floors are frequently slick. The flavor of the standard buffet foods was decent, aside from the ambience. Most of their business happens through the delivery apps. It can an be improved by the main meal and the appetizers.",0
"The food was tasty (though light on proteins), however the bathroom was in poor condition and the moment I started eating one of the staff sprayed Windex on a nearby table making everything taste like cleaning fluid. Not an ideal dining experience.",0
Authentic Indian food. Have been enjoying their food with no complaints. The quantity of the food items is more than most of the similar restaurants. Servants were kind and efficient. Excellent meal and customer service!,1
I am in love. We tried several different dishes to see how they were and we loved it all. The curries were all flavorful and the heat level adjustable. Everything was very fresh and made to order. The only thing I will change next time (because there will be a next time) is since I'm a spicy addict I will get the extra hot.,1
"Tonight was my first time that use this restaurant, and all I can say is that the staff was rude and uninterested in their duties. The food was also awful. The ""sweets"" were not authentic; they actually tasted synthetic. Would never recommend this place.",0
Came here with my parents when they are visiting us from india. But surprised to see such rude servers and worst Indian food in an Indian restaurant. Did not like anything so obviously not coming back ever,0
"I've been visiting there for the buffet lunch for as long as I can remember. The staff is always friendly and helpful, and I adore the elephant statue at the entrance.",1
"One of the very best Indian Cuisine in the city.
I loved the location, food and personnel",1
"The food I got from this restaurant was appalling. The worst Indian food I've ever tasted. The naan was undercooked, and the paneer seemed to have been watered down. It was so horrible that I had to stop eating in order to write this evaluation.",0
"Like the names states, it is great Indian cuisine. For a fairly small venue, this restaurant can seat larger parties, but get here as soon as you can before the crowds come. The food here is so delicious!

I appreciate the fact that this one stays away from the heat factor all too prevalent in many Indian restaurants, especially in their buffet offerings. The flavor is definitely there, but the heat does not get in the way. If you are the type who can't take the chili hotness in Indian food, you will definitely want to try  out this place! And at only $15.99 for a buffet, this is east on your wallet!

With so many Indian restaurants closing around Santa Clara/San Jose during the pandemic, it is nice to see some smaller ones like Great Indian Cuisine stick it out and truly shine!",1
We tried buffet and not even one item is good . Food is very cold . Not yet all authentic.,0
"I've been looking for a spicy biryani for a while now and I finally found one in South Bay. This place had the best spicy biryani I've had in the Bay Area at a restaurant. Owner spoke telugu, so I knew he knew my spice level",1
Ordered malai kofta from this place. It was too spicy and kofta was also hard. It wasn't flavorful at all. Not going to order again.,0
Tried their chicken starter and egg biriyani recently again . As usual quality is good,1
"Don't like the food if we order Biryani will get more masala instead rice you cannot enjoy much especially that masala is very hot and buffet also which is having high price and it's not worth it.
The drinks that they serve in buffet please check it before you have.",0
I couldn't believe how great the food tastes. I have been all over this country and no Indian food is better than this. My family and I will never eat anywhere else when visiting Lubbock. The gentleman working was very kind! All I can say is thank you for the wonderful meal.,1
"This place is always so good. Having a location closer to me has been great. This location has wide open and comfortable dinning area. The skylights are a nice touch. The natural light looks great. The food never disappoints. Everything I have had was delicious,fresh and hot.",1
"Ordered chicken fried rice. Disappointed with the quality. There were cabbage, carrot, capsicum, eggs and everything thing that makes up the dish. Very expensive. Not recommended.",0
"I dared to step inside the restaurant even though i didn't like the location and old fashioned furniture. From food to servers, i had a really bad experience. The Paneer was stale and Daal had a bad smell. Not coming back for sure!",0
"Although the restaurant has a tempting menu and located in a prime area, food is below average. The basic flavors and Indian spices are missing. Rice seemed to be improperly boiled and old, found heavy amount of oil in each item. I ate it as i paid hefty amount. You can try many other good places rather than wasting your money here.",0
Visited the restaurant without any expectations and completely amazed. The food was delicious and affordable. Non Veg items such as Chicken tikka masala and lamb biryani are special dishes that i loved. Try different appetizers when you visit here and you will love it.,1
"My go-to Indian food in SF! Their chicken tikka masala is delicious! I also love ordering a samosa for a little treat :)
Garlic naan + rice are good too. Usually feeds me for 2 meals!",1
I don't like the tika masala sause here. It's very thick and salty. Not so much lamb for my portion too. This will be the last time I visit this place. RIP!!!,0
"I love the Chicken Biryany Plate here. It's not too spicy, not too dry and very tasteful. I also like the garlic naan. One of the best Indian Restaurant in town. Will come back for more chicken!",1
Soggiest roll ever had. Placed the roll on top of the mango salad. Very disappointing.,0
"We ordered the Bara Kabab Rack of Lamb marinated in yogurt & spices, to go. When we got to our room and opened the foil paper we noticed all of the vegetables were BURNED. We had to throw it away. Very disappointed. Our room smelled like burnt",0
"Lamb baryani here is the best. It's juicy, not too dry and very balance taste. I also try the chicken tikka masala and it's also good. Very authentic. Will come back for more",1
"My first time here. First impressions. Clean, friendly, staff wearing masks, and constantly cleaning. The food is fresh and legit. I had the lamb curry. Lamb was tender and the curry was flavorful with a nice taste and kick. I really enjoyed it. I also had garlic Naan. Very soft and great taste. My wife had the mango lassi, a yogurt mango drink. It was so yummmy. You should check this place out for a quick Indian curry fix.",1
"Everything was bland and unspectacular. There are MUCH better indian places in the city, don't bother with this one. The one dish we ordered spicy the just poured a ton of crushed red pepper in. No flavor at all, just cheap dried pizza pepper in bland food.",0
"Great place, lots of options! Definitely try the grilled sandwiches! We had the Bombay Sandwich and the Tikka Masala Sandwich, loved both of them.",1
We have been coming here for over a decade. Perfect place to go for north Indian homestyle food. Not excessively spicy or colorful. Similar to my mother's. Great tandoori breads.,1
"I've been coming here since 2006, and it continues to be managed by the same family.

As many other reviewers say, the exterior of the restaurant is extremely unassuming. Once you get inside, though, you are greeted by an staff with an exceptionally warm demeanor, delicious food, and an ambiance that borders on the romantic.",1
"Ordered Mumbai sandwich, veg puff and a rose tres.
Taste- The dessert was the best, but the other 2 were just novelty items- you don't find them often.
The portions though are really small and didn't feel worth the money. A 9$ sandwich better taste real good or fill me up at least.",1
"I'm glad to have a local Indian place. Their naan is solid and most often I'll have a chicken vindaloo which is great. My partner is vegetarian and has been happy wit some of their dishes, but less so with others. Some are actually too creamy. They also are pretty slow. It's fine if you're eating in, but almost every time I get take out, they give me an estimate of the time it'll take and it ends up taking 10 minutes extra. Also when I arrive often no one is there to greet you or take your payment, and they have trouble finding your order. So don't go there for speedy service.",1
"I'm hoping it's just opening issues since they are pretty new. The samosa was almost ""wet"" like the oil wasn't up to temp when they cooked it so it absorbed oil. The outside crust wasn't quite as crispy as it should be either.The chicken 65 was another disappointment. It too had an oily residue in the bottom of the dish and was about 1/2 the size you get at other places. It's almost like they didn't do the pan flash with seasonings right before serving. This step would likely remove the wetness and add some more flavor.",0
"Excellent! A neighborhood staple in the same building with the Travelodge of Sausalito-Mill Valley. Food was really great, my meal was well coursed out and all dishes were very well presented. I regularly order their Garlic Naan bread to accompany their Saag Paneer curry, but decided to try their creamy Tikka Masala curry this time with a few appetizers and it was all delicious! The Mango Lassi fruit yogurt beverage was also amazing and not overly sweetened! Thank you for the warm hospitality, looking forward to my next visit!",1
Worst restaurant I've ever visited. Please don't go here.,0
The malai kofta in this restaurant reminded me of the restaurant back from my hometown. I'm glad I found this place. ,1
"Ordered kadhai paneer, and guess what, I hate paneer now. Amazing place to help you hate something you love. Kudos!!",0
Good food!! The menu was huge and there were so many veggie and vegan options :)! The portions are very filling and the spice level was perfect. Our waitress was super friendly and helped us choose our entrees. Will definitely come back again!!!,1
Not a good place. Curries were from cans and rice was not cooked properly. There are better Indian food places in the valley than this. I would not recommend it to anyone looking for good Indian food.,0
This has been my favorite Indian restaurant since I was a kid! Been going here for at least 10 years and it's always just as excellent. Staff is extremely friendly.,1
I have been to better Indian places that are way less cheaper with better quality of food. Never coming back here again.,0
Really great food and the staff were also extremely helpful and cheerful,1
"Food was not authentic, and I have Indian food regularly. No value for money. Wouldn't recommend this restaurant to anyone",0
"Sorry ,but one of the owners ,a tall gentleman who has a v. bad attitude. The food is below average . It always upsets my stomach,seems like it's stale food . There are many better Indian restaurants in Marin",0
The food was excelent! The prices were cheaper and tast was v. nice,1
WORST INDIAN FOOD EVER ! I hope there is negative star I would have picked up that. It’s one of the worst Indian food I have eaten with Panner was like rock solid and it was not even Tandoori. The Garlic Naan was bad with adding crushed garlic on pita bread and the curry was so sweet. It’s not even close to Indian food. GO TO EVEN TRY HERE !,0
Great Place and Great Food. The staff was really polite This is the best India Restaurant in this area,1
"Wow. What a pleasant atmosphere and experience.  I just left here a few hours ago with a full belly and I'm so damn pleased with the quality of the service and food.  This place is a gem, one of the best period.  I want to take a moment to thank everyone that is a part of this establishment..you all are doing an amazing job.  Thank you! Special shoutout to the server - made it all 100 times better.",1
"Very Bad place. No cleanliness, staff was rude and prices were so high. will never go again and won't recommend it to anyone. Waste of money and time",0
"Passing through Lubbock with my family and wanted to eat Filipino food (next door to tikka shack) but it was closed. Tried tikka shack instead and loved everything about it. Customer service A1, food was fire, everything

I usually forget to leave reviews, but I couldn't forget tikka shack. 6 out of 5 stars!!",1
"I wish I had never went to this place. The service was very slow, had to wait an hour for a simple Palak Paneer and the naan was burnt when it arrived. I feel like this experience will deter me from eating from Indian food again. Definitely not the place if you want authentic Indian food.",0
"ABSOLUTELY DELICIOUS. The service is a little
slow because the owner does the cooking and serving. He's such a polite gentleman! The food is so flavorful! Would absolutely recommend this restaurant and look forward to coming back!",1
The food was okay. I ordered Malai Paneer and the consistency of the gravy was very watery. The taste was really bland and had no flavour. I've went to places where the food was cheaper but had more taste to it.,0
"I would not recommend this restaurant. The palak paneer I ordered was brown. The chana masala was bland, and my husband's main course was incredibly watery. We prefer to support local businesses and usually give restaurants two chances, but I haven't worked up the courage to try them again. I've had frozen Indian dishes that tasted better.",0
PERFECT BLEND OF INDIAN SPICES! If you want to experience real Indian taste you have to try this place! I cannot even emphasize how tasty the food was let alone their desserts. I tried the Gulab Jamun and it made me feel like I was eating in India.,1
"If you like garlic cheese naan bread then you are looking in the right spot. Tikka Shack has delicious naan and curry. I would not say it is better than authentic Indian, but I would say it satisfies the craving each time I go. Which is pretty often because their food is fresh and made with love.",1
"I love Indian food, but this place was just not it! We ordered the butter chicken and it was bland and runny. The naan was okay, but kind of chewy, it should have been more spongy. Would not recommend to anyone.",0
This is not Indian food. This place needs to shut down. Has not been upgraded and the choice on the buffet is inadequate. The food has no taste and was cold.,0
"This restaurant is officially my favorite restaurant of all time! The Malai Kofta was so creamy that I had to order it again! If you like Indian food (and even if you don't), you must try it!! Thank me later :)",1
"butter chicken is an absolute must! I also got the pepper chicken to try, nann and all entrees came out very tasty and hot! I like to enjoy takeout here and it never fails to disappoint",1
"How would you feel if the chicken korma had hardly one good piece of chicken?! That's what I had to endure at this restaurant. Even after I complained to them about this, they refused to replace my order. This was the worst dining experience I've ever had, and I would strongly suggest against ever visiting this restaurant.",0
"I wanted to like Tikka Shack after hearing the hype, but it was very mediocre. We ordered the chicken tikka masala. The chicken was cooked ok, but it was slightly tough. The sauce was also just ok. The real problem was the rice. I'm pretty sure they ran out of basmati rice and instead just threw in regular white rice. The rice was also poorly cooked and stuck in chunks together. It was a huge disappointment. There was also absolutely no garlic on our garlic naan. Overall, just a disappointing experience.",0
I recently visited tikka shack a couple of days ago. I went with my usual order for indian food which was garlic naan and butter chiecken.  The naan was as dry as it could get and butter chicken was bland. The service was good enough but not worth it to visit again.  Overall bad experience.,0
"It's all about the food-and the care shown to you. Mr. Pal is a most gracious Host & the food never disappoints. The restaurant is a very modest strip center location but the price for M-F buffet is only $6.99! Don't be intimidated because you don't know what all the food is called. Try a little of everything and go back to the buffet for what you like best.
C'mon, Lubbock! Break out and enjoy great flavors!",1
"I usually visit this place ver frequently. The ambience was good and waiting time was less when I visited earlier. But recently, the wait time is beyond 50 mins. Even the ambience, quantity and quality of food has reduced.  Its better to visit the other indian restaurants which are just a couple of blocks away from this place.",0
"Although I haven't sampled the buffet yet, I've had the chance to order something vegetarian off the menu and I wasn't disappointed.

The setting of the restaurant is nice and clean, the wait staff is accommodating and explains the meals to the tee. They are sweet people.

I ordered the aloo gobi (since I'm all for trying new things) with naan. While I waited for the food to be prepared, I sat and listened to Indian hymns above.

The food had already arrived -- with the first bite I was in love. So many flavors that after one bite and two, I just wanted more. The cauliflower and potatoes were cooked perfectly with just the right amount of spices.

While living in Lubbock, this is the most I've eaten at Indian restaurants when I was back in Houston, I would rarely eat out, but it's something about Indian restaurants in Lubbock -- they are so close and it doesn't take much to travel to them hence no traffic!!!

I didn't care for the naan -- it didn't taste fresh. It had more of a chewy tough bite to it that it gave my teeth an extreme exercise to devour.

The prices are affordable and I can't wait to go back!!",1
"If you want to try very good indian food, you must visit this place. I started off with a light soup and ordered chicken Manchurian for the appetizer. The chicken tikka masala with biryani was amazing here.  Highly recommended. Must visit if you like indian cuisine.",1
"Chicken kabobs was raw. I'm so angry right now. I couldn't eat it. They forgot my naan that I paid for, Also the chicken tikka masala was so spicy. I called them and asked please not to make it spicy. I paid almost $50 for all of the food that I ordered. It was a wast of my money. Not going to order from this place ever. Not recommended!!!!!",0
I usually don't eat outside very often and Tikka Shak is the only place I prefer if I want to. The flavor is always consistent as is the tenderness and quality of the items. I'm not very crazy about the Seafood but everything else is really tasty here. A must go place!!,1
The outside of this restaurant in this little shopping center is not indicative of the glory found within.  The lunch buffet is outstanding and the Indian is delicious and maybe the best I've had.. period.  I've travelled the world. Mr. Ball is a one man show and has been making these dishes for me for over 30 years.  He's the kindest person in the world and the food is just bar none:  I highly recommend this place for those who truly know and love Indian you will not be disappointed!,1
The food served at this place was at best mediocre. I ordered Paneer Makhanwala and the gravy was too oily. The taste of oil ruined the entire dish. The naan we ordered were soggy as well. The overall food quality provided here were below par when compared to other Indian restaurants I've been to. The prices were too expensive and not reflective of the quality of food and service provided here ,0
"Their food was worth the wait. Though it took a while to prepare the flavors in their tiki masala,butter chicken, bullet Naan, lamb Kadai and onion kulcha was fantastic. We are visiting from Las Vegas and experience Indian food there, Lubbock's, Royal Indian Cuisine was some of the best Indian food we've eaten.",1
I wouldn't recommend the food service here at all! I was served with chicken pieces when I ordered vegetarian food. The owner refused to admit that they brought the wrong order and we were not refunded. The overall experience was very bad.,0
